source,utt,tok_utt,season,episode,sr_number 
Rachel,"Nothing! Phoebe kinda made a mistake. But y'know you do wear that sweater a lot, are you involved in some kind of dare?","[Nothing, !, Phoebe, kinda, made, a, mistake, ., But, y'know, you, do, wear, that, sweater, a, lot, ,, are, you, involved, in, some, kind, of, dare, ?]",8,2,1750
Tag,"Y'know, I'm actually glad Phoebe called.","[Y'know, ,, I, 'm, actually, glad, Phoebe, called, .]",8,2,1751
Tag,"I know we broke up because you thought I wasn't mature enough, but I've really grown up and think we should get back together.","[I, know, we, broke, up, because, you, thought, I, was, n't, mature, enough, ,, but, I, 've, really, grown, up, and, think, we, should, get, back, together, .]",8,2,1752
Rachel,"Oh, it's just not the right time.","[Oh, ,, it, 's, just, not, the, right, time, .]",8,2,1753
Tag,It is the right time.,"[It, is, the, right, time, .]",8,2,1754
Rachel,Okay.,"[Okay, .]",8,2,1755
Joey,'Kay!,"[', Kay, !]",7,18,1756
The Presenter,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,"[in, the, category, of, Favorite, Returning, Male, Character, the, nominees, are, :, John, Wheeler, from]",7,18,1757
Joey,What the?!,"[What, the, ?, !]",7,18,1758
Rachel,Yeah.,"[Yeah, .]",7,22,1759
Policeman,"You're an Aquarius, huh?","[You, 're, an, Aquarius, ,, huh, ?]",7,22,1760
Rachel,I bet you're a Gemini.,"[I, bet, you, 're, a, Gemini, .]",7,22,1761
Policeman,Nope.,"[Nope, .]",7,22,1762
Rachel,Taurus?,"[Taurus, ?]",7,22,1763
Policeman,Nope.,"[Nope, .]",7,22,1764
Rachel,Virgo?,"[Virgo, ?]",7,22,1765
Policeman,Nope.,"[Nope, .]",7,22,1766
Rachel,Sagittarius?,"[Sagittarius, ?]",7,22,1767
Policeman,Yep.,"[Yep, .]",7,22,1768
Rachel,"I knew it! I knew it, ahh....","[I, knew, it, !, I, knew, it, ,, ahh, ....]",7,22,1769
Policeman,You're not gonna speed anymore right?,"[You, 're, not, gon, na, speed, anymore, right, ?]",7,22,1772
Rachel,I won't speed.,"[I, wo, n't, speed, .]",7,22,1773
Policeman,And you promise you'll get this taken care of right away?,"[And, you, promise, you, 'll, get, this, taken, care, of, right, away, ?]",7,22,1774
Rachel,I promise.,"[I, promise, .]",7,22,1775
Policeman,And in the meantime you better let him drive. Does he have a license?,"[And, in, the, meantime, you, better, let, him, drive, ., Does, he, have, a, license, ?]",7,22,1776
Rachel,Yeah!,"[Yeah, !]",7,22,1777
Policeman,Can he handle the stick?,"[Can, he, handle, the, stick, ?]",7,22,1778
Rachel,Oh well,"[Oh, well]",7,22,1779
Ross,I can handle the stick!!,"[I, can, handle, the, stick, !, !]",7,22,1780
Monica,Hey!,"[Hey, !]",8,24,1781
Monica,I can't believe this is taking so long. How are you doing?,"[I, ca, n't, believe, this, is, taking, so, long, ., How, are, you, doing, ?]",8,24,1785
Rachel,Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?,"[Oh, not, bad, ., Do, you, know, that, feeling, when, you, 're, trying, to, blow, a, Saint, Bernard, out, your, ass, ?]",8,24,1786
Chandler,Weirdest thing. Did I hear--Mother of God it's true!,"[Weirdest, thing, ., Did, I, hear, --, Mother, of, God, it, 's, true, !]",8,24,1787
Janice,Chandler Bing!,"[Chandler, Bing, !]",8,24,1788
Joey,Janice,[Janice],8,24,1789
Ross,"Not just Janice, Janice in labor, contracting and everything.","[Not, just, Janice, ,, Janice, in, labor, ,, contracting, and, everything, .]",8,24,1790
Janice,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.","[Oh, ,, this, should, be, easy, ., I, have, a, very, wide, pelvis, ., You, remember, Chandler, .]",8,24,1791
Chandler,Janice I didn't even know you were pregnant! Who's the unwitting human who's essence you've stolen?,"[Janice, I, did, n't, even, know, you, were, pregnant, !, Who, 's, the, unwitting, human, who, 's, essence, you, 've, stolen, ?]",8,24,1792
Janice,It's you. This is yours.,"[It, 's, you, ., This, is, yours, .]",8,24,1793
Chandler,What?!,"[What, ?, !]",8,24,1794
Janice,Look how nervous he gets! We haven't slept together in years!,"[Look, how, nervous, he, gets, !, We, have, n't, slept, together, in, years, !]",8,24,1795
Chandler,That's funny. Does it-does it hurt? Does the labor hurt?,"[That, 's, funny, ., Does, it, -, does, it, hurt, ?, Does, the, labor, hurt, ?]",8,24,1796
Joey,"Man, I'm starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!","[Man, ,, I, 'm, starving, !, What, the, hell, was, I, thinking, at, dinner, ?, !, "", Do, you, want, soup, or, salad, ?, "", Both, !, Always, order, both, !]",7,12,1797
Ross,"Y'know, y'know I'm lookin' and I don't think anyone's home here.","[Y'know, ,, y'know, I, 'm, lookin, ', and, I, do, n't, think, anyone, 's, home, here, .]",7,12,1798
Ross,"I say we just break the window, crawl through, and-and y'know explain later.","[I, say, we, just, break, the, window, ,, crawl, through, ,, and, -, and, y'know, explain, later, .]",7,12,1799
Joey,Yeah? Really? No one's home?,"[Yeah, ?, Really, ?, No, one, 's, home, ?]",7,12,1800
Ross,I don't think so. Hello?  When you get in there,"[I, do, n't, think, so, ., Hello, ?,  , When, you, get, in, there]",7,12,1801
Monica,"Hey, what's up?","[Hey, ,, what, 's, up, ?]",5,10,1802
Rachel,I just saw Danny getting on the subway with a girl and he had his arm around her.,"[I, just, saw, Danny, getting, on, the, subway, with, a, girl, and, he, had, his, arm, around, her, .]",5,10,1803
Monica,"Oh, honey, I'm sorry.","[Oh, ,, honey, ,, I, 'm, sorry, .]",5,10,1804
Rachel,"Well, you should be, this is all your fault! You meddled in our relationship!!","[Well, ,, you, should, be, ,, this, is, all, your, fault, !, You, meddled, in, our, relationship, !, !]",5,10,1805
Monica,You had no relationship!!,"[You, had, no, relationship, !, !]",5,10,1806
Rachel,"No, but I was doing my thing and everything was going according to the plan!","[No, ,, but, I, was, doing, my, thing, and, everything, was, going, according, to, the, plan, !]",5,10,1807
Monica,"Oh God, stop with the plan!","[Oh, God, ,, stop, with, the, plan, !]",5,10,1808
Monica,"So what, so what you saw him with a girl?","[So, what, ,, so, what, you, saw, him, with, a, girl, ?]",5,10,1809
Monica,Who cares?!,"[Who, cares, ?, !]",5,10,1810
Monica,That doesn't mean anything!,"[That, does, n't, mean, anything, !]",5,10,1811
Monica,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.","[Now, look, ,, you, 're, going, to, go, out, on, a, date, with, Danny, and, you, 're, going, to, be, so, charming, he, 's, gon, na, forget, all, about, that, stupid, subway, girl, .]",5,10,1812
Rachel,She was kinda stupid.,"[She, was, kinda, stupid, .]",5,10,1813
Rachel,You're right.,"[You, 're, right, .]",5,10,1814
Rachel,"All right, I'm just gonna go on the date.","[All, right, ,, I, 'm, just, gon, na, go, on, the, date, .]",5,10,1815
Rachel,I'm gonna go on the date.,"[I, 'm, gon, na, go, on, the, date, .]",5,10,1816
Rachel,That is the new plan.,"[That, is, the, new, plan, .]",5,10,1817
Phoebe,Hi.,"[Hi, .]",2,4,1819
Duncan,Phoebe!,"[Phoebe, !]",2,4,1820
Phoebe,Ta-da.,"[Ta, -, da, .]",2,4,1821
Duncan,Hey.,"[Hey, .]",2,4,1822
Phoebe,Hi.,"[Hi, .]",2,4,1823
Duncan,"Ahh, look at you, you look great.","[Ahh, ,, look, at, you, ,, you, look, great, .]",2,4,1824
Phoebe,"Do I? Thank you, so do you.","[Do, I, ?, Thank, you, ,, so, do, you, .]",2,4,1825
Duncan,Thanks.,"[Thanks, .]",2,4,1826
Phoebe,Sparkly.,"[Sparkly, .]",2,4,1827
Phoebe,"So, wow, this is pretty wonerful, huh.","[So, ,, wow, ,, this, is, pretty, wonerful, ,, huh, .]",2,4,1828
Phoebe,Mr. major capades guy.,"[Mr., major, capades, guy, .]",2,4,1829
Phoebe,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.","[I, ,, I, remember, when, you, were, just, ,, like, ,, King, Friday, in, Mr., Roger, 's, Ice, is, Nice, .]",2,4,1830
Duncan,You always said I'd make it.,"[You, always, said, I, 'd, make, it, .]",2,4,1831
Phoebe,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.","[Yeah, ,, well, ,, ya, know, ,, I, 'm, kind, of, spooky, that, way, ., Wooo, .]",2,4,1832
Duncan,I missed you.  I'm gonna get changed.,"[I, missed, you, .,  , I, 'm, gon, na, get, changed, .]",2,4,1833
Phoebe,OK.,"[OK, .]",2,4,1834
Duncan,"Um, now. Phoebs.","[Um, ,, now, ., Phoebs, .]",2,4,1835
Phoebe,"Oh, right, OK. Ole.","[Oh, ,, right, ,, OK, ., Ole, .]",2,4,1836
Duncan,What?,"[What, ?]",2,4,1837
Phoebe,"Um, the matador.  Ole, ha ha ha.","[Um, ,, the, matador, .,  , Ole, ,, ha, ha, ha, .]",2,4,1838
Jane,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.","[Hi, Joey, it, 's, Jane, Rogers, ,, ca, n't, wait,    , for, your, party, tonight, .]",9,20,1839
Jane,"Listen, I forgot your address, can you give me a call?","[Listen, ,, I, forgot, your, address, ,, can, you, give, me, a, call, ?]",9,20,1840
Jane,"Thanks, bye.","[Thanks, ,, bye, .]",9,20,1841
Joey,Hey!,"[Hey, !]",9,20,1842
Rachel,Hey!,"[Hey, !]",9,20,1843
Joey,What's happening?,"[What, 's, happening, ?]",9,20,1844
Rachel,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.","[Yeah, ,, it, 's, a, real, shame, you, ca, n't, make, it, to, that, one, -, woman,    , show, tonight, .]",9,20,1845
Joey,"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first","[Oh, ,, I, 'd, love, to, ,, but, I, got, ta, get, up, so, early, the, next, day, and,    , so, ,, you, know, me, ,, work, comes, first]",9,20,1846
Rachel,"Oh, yeah, yeah, yeah...","[Oh, ,, yeah, ,, yeah, ,, yeah, ...]",9,20,1847
Message,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""","["", Hi, Joey, ,, it, 's, Jane, Rogers, ca, n't, wait, for, your, party, tonight, ""]",9,20,1848
Joey,Stupid Jane Rogers!!,"[Stupid, Jane, Rogers, !, !]",9,20,1849
Rachel,You are having a party tonight??,"[You, are, having, a, party, tonight, ?, ?]",9,20,1850
Joey,Kinda have a... a thing for the Days Of Our Life's people.,"[Kinda, have, a, ..., a, thing, for, the, Days, Of, Our, Life, 's, people, .]",9,20,1851
Rachel,And you weren't going to tell us? How did you think you were    gonna get away with that?,"[And, you, were, n't, going, to, tell, us, ?, How, did, you, think, you, were,    , gon, na, get, away, with, that, ?]",9,20,1852
Joey,I do it every year.,"[I, do, it, every, year, .]",9,20,1853
Rachel,You do that every year??,"[You, do, that, every, year, ?, ?]",9,20,1854
Joey,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,"[I, did, n't, have, to, tell, you, that, !, !, I, 'm, stupider, than, Jane, Rogers, !, !]",9,20,1855
Rachel,"Oh, that's why you got these tickets to that play, to get rid    of us??","[Oh, ,, that, 's, why, you, got, these, tickets, to, that, play, ,, to, get, rid,    , of, us, ?, ?]",9,20,1856
Joey,Yeah...,"[Yeah, ...]",9,20,1857
Rachel,And last year is that why you sent us to that medieval times    restaurant?,"[And, last, year, is, that, why, you, sent, us, to, that, medieval, times,    , restaurant, ?]",9,20,1858
Joey,Yeah...,"[Yeah, ...]",9,20,1859
Rachel,"OH! And the year before that, when you set up that nighttime    tour of that button factory?","[OH, !, And, the, year, before, that, ,, when, you, set, up, that, nighttime,    , tour, of, that, button, factory, ?]",9,20,1860
Rachel,Who's this from?,"[Who, 's, this, from, ?]",1,24,1861
Chandler,"Oh, that's Ross's.","[Oh, ,, that, 's, Ross, 's, .]",1,24,1862
Rachel,Oh...  Oh my God. He remembered.,"[Oh, ...,  , Oh, my, God, ., He, remembered, .]",1,24,1863
Phoebe,Remembered what?,"[Remembered, what, ?]",1,24,1864
Rachel,It was like months ago.,"[It, was, like, months, ago, .]",1,24,1865
Rachel,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.","[We, were, walking, by, this, antique, store, ,, and, I, saw, this, pin, in, the, window, ,, and, I, told, him, that, it, was, just, like, one, my, grandmother, had, when, I, was, a, little, girl, .]",1,24,1866
Rachel,Oh!,"[Oh, !]",1,24,1867
Rachel,I can't believe he remembered!,"[I, ca, n't, believe, he, remembered, !]",1,24,1868
Phoebe,"Oh, it's so pretty. This must have cost him a fortune.","[Oh, ,, it, 's, so, pretty, ., This, must, have, cost, him, a, fortune, .]",1,24,1869
Monica,I can't believe he did this.,"[I, ca, n't, believe, he, did, this, .]",1,24,1870
Chandler,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?","[Come, on, ,, Ross, ?, Remember, back, in, college, ,, when, he, fell, in, love, with, Carol, and, bought, her, that, ridiculously, expensive, crystal, duck, ?]",1,24,1871
Rachel,What did you just say?,"[What, did, you, just, say, ?]",1,24,1872
Chandler,F-hah.... flennin....,"[F, -, hah, ...., flennin, ....]",1,24,1873
Rachel,Oh.... my God.,"[Oh, ...., my, God, .]",1,24,1874
Gary,I really like waking up with you.,"[I, really, like, waking, up, with, you, .]",5,21,1875
Phoebe,"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.","[I, like, waking, up, with, you, too, .,  , Oh, !, It, 's, such, a, beautiful, morning, .,  , Oh, ,, I, can, stay, here, all, day, .]",5,21,1876
Gary,That would be great!,"[That, would, be, great, !]",5,21,1877
Phoebe,We could have breakfast in bed,"[We, could, have, breakfast, in, bed]",5,21,1878
Gary,"Wait, just a second.","[Wait, ,, just, a, second, .]",5,21,1879
Phoebe,Okay.  Oh! Oh no.,"[Okay, .,  , Oh, !, Oh, no, .]",5,21,1880
Rachel,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from","[Well, that, was, depressing, ,, I, think, I, just, bought, a, soft, pretzel, from, one, of, the, kids, from]",3,24,1881
Phoebe,Um-hmm. Oh wait! This is Bonnie.,"[Um, -, hmm, ., Oh, wait, !, This, is, Bonnie, .]",3,24,1882
Bonnie,Hi!,"[Hi, !]",3,24,1883
Rachel,This is Bonnie?  This is Bonnie?  You're Bonnie?,"[This, is, Bonnie, ?,  , This, is, Bonnie, ?,  , You, 're, Bonnie, ?]",3,24,1884
Bonnie,I can show you an ID if you want?,"[I, can, show, you, an, ID, if, you, want, ?]",3,24,1885
Rachel,"Oh no, I'm sorry, you look a lot different from the last time I-I saw you.","[Oh, no, ,, I, 'm, sorry, ,, you, look, a, lot, different, from, the, last, time, I, -, I, saw, you, .]",3,24,1886
Bonnie,"Oh yeah, well I just started wearing bras again.","[Oh, yeah, ,, well, I, just, started, wearing, bras, again, .]",3,24,1887
Rachel,"Oh, that must be it.","[Oh, ,, that, must, be, it, .]",3,24,1888
Phoebe,Well I hope you have fun tonight.,"[Well, I, hope, you, have, fun, tonight, .]",3,24,1889
Bonnie,Thanks! You too.,"[Thanks, !, You, too, .]",3,24,1890
Rachel,I believe it.,"[I, believe, it, .]",4,2,1891
Rachel,"Yes, I do.","[Yes, ,, I, do, .]",4,2,1893
Ross,"No you do-y'know what, you're not gonna suck me into this.","[No, you, do, -, y'know, what, ,, you, 're, not, gon, na, suck, me, into, this, .]",4,2,1894
Rachel,"Oh sure I am, because you always have to be right.","[Oh, sure, I, am, ,, because, you, always, have, to, be, right, .]",4,2,1895
Ross,"I do not always have to be-okay, okay.","[I, do, not, always, have, to, be, -, okay, ,, okay, .]",4,2,1896
Rachel,Jurassic Park,"[Jurassic, Park]",4,2,1897
Monica,"I'm telling you, something's wrong! My brother does not stay out all night.","[I, 'm, telling, you, ,, something, 's, wrong, !, My, brother, does, not, stay, out, all, night, .]",5,12,1898
Joey,Maybe we should check the trash chute.,"[Maybe, we, should, check, the, trash, chute, .]",5,12,1899
Rachel,Ross couldn't fit down the trash chute.,"[Ross, could, n't, fit, down, the, trash, chute, .]",5,12,1900
Joey,"That's right, he almost could. Which is exactly how I got stuck there.","[That, 's, right, ,, he, almost, could, ., Which, is, exactly, how, I, got, stuck, there, .]",5,12,1901
Phoebe,Hey!,"[Hey, !]",5,12,1902
Rachel,There he is!,"[There, he, is, !]",5,12,1903
Monica,Oh my God!  Where the hell have you been?!!,"[Oh, my, God, !,  , Where, the, hell, have, you, been, ?, !, !]",5,12,1904
Ross,"Just, y'know out.","[Just, ,, y'know, out, .]",5,12,1905
Rachel,"Ohh, out, oh God, I don't know why we didn't think to check there!","[Ohh, ,, out, ,, oh, God, ,, I, do, n't, know, why, we, did, n't, think, to, check, there, !]",5,12,1906
Phoebe,What were you doing?,"[What, were, you, doing, ?]",5,12,1907
Ross,"I uh, went to a bar. And then I just uh, just walked around for a while.","[I, uh, ,, went, to, a, bar, ., And, then, I, just, uh, ,, just, walked, around, for, a, while, .]",5,12,1908
Joey,He hooked up! He hooked up with someone.,"[He, hooked, up, !, He, hooked, up, with, someone, .]",5,12,1910
Ross,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!","[Look, ,, I, do, n't, have, to, answer, your, questions, !, Okay, ?, I, 'm, a, big, boy, ,, I, can, do, whatever, I, want, !]",5,12,1911
